unit_id,status,bedroom,bathroom,beds,capacity,property_id,avg_daily_rate_per_unit,wifi,tv,cable_tv,ac,workspace,pool,parking,gym,kitchen
UN0750,1,1,0,0,,PR0245,265697.3506493506,,,,,,,,,
UN0751,1,1,1,1,2,PR0245,282841.46475213673,1,1,0,1,1,1,1,0,0
UN0754,2,2,,,,PR0199,278066.9342857143,,,,,,,,,
UN0755,2,1,,,,PR0199,262204.5,,,,,,,,,
UN0759,2,2,,,,PR0148,218723.17592592578,,,,,,,,,
UN0760,2,3,,,,PR0148,259782.29166666666,,,,,,,,,
UN0761,2,2,,,,PR0148,207683.5,,,,,,,,,
UN0762,2,2,,,,PR0148,196328.0,,,,,,,,,
UN0763,2,4,,,,PR0148,199963.66666666666,,,,,,,,,
UN0766,2,3,,,,PR0297,513338.75462962955,,,,,,,,,
UN0767,2,3,,,,PR0297,379488.6073717945,,,,,,,,,
UN0770,2,4,,,,PR0297,643110.0,,,,,,,,,
UN0771,2,4,,,,PR0297,996681.75,,,,,,,,,
UN0774,2,2,,,,PR0297,568154.0705627705,,,,,,,,,
UN0778,2,1,1,1,,PR0389,1607882.1784313726,,,,,,,,,
UN0779,2,1,1,1,2,PR0389,726747.3655823882,,,,,,,,,
UN0780,2,1,0,0,,PR0389,1537181.1962962963,,,,,,,,,
UN0781,2,1,0,0,,PR0389,1607882.1784313726,,,,,,,,,
UN0782,2,1,1,1,2,PR0389,412866.64535353525,1,1,1,1,1,1,1,1,1
UN0783,2,1,0,0,,PR0389,459720.66610849457,,,,,,,,,
UN0785,2,1,0,0,,PR0389,407465.907418125,1,1,1,1,1,1,1,1,1
UN0788,2,1,1,1,3,PR0200,547713.3462365591,1,1,1,1,1,1,1,0,0
UN0789,2,1,1,1,3,PR0200,549974.1211590789,1,1,1,1,1,1,1,0,0
UN0790,2,1,1,1,2,PR0200,642505.7735377526,1,1,0,1,1,1,1,0,1
UN0791,2,1,1,1,3,PR0200,560651.6678571427,1,1,0,1,1,1,1,0,0
UN0792,2,1,1,1,3,PR0200,531572.2137863174,1,1,1,1,1,1,1,0,0
UN0793,2,1,5,1,2,PR0200,800494.1071428572,1,1,0,1,0,1,1,0,0
UN0794,2,1,1,1,3,PR0200,527005.4987464986,1,1,0,1,1,1,1,0,0
UN0795,2,1,1,1,3,PR0200,544412.2465949348,1,1,1,1,1,1,1,0,0
UN0798,2,4,,,,PR0255,761599.7688479853,,,,,,,,,
UN0799,2,3,,,,PR0255,851924.3295238094,,,,,,,,,
UN0800,2,1,,,,PR0149,820882.6666666666,,,,,,,,,
UN0801,2,3,,,,PR0149,707416.75,,,,,,,,,
UN0802,2,1,,,,PR0149,740253.0151515151,,,,,,,,,
UN0803,2,3,,,,PR0149,433013.5,,,,,,,,,
UN0812,2,3,,,,PR0298,916650.0,,,,,,,,,
UN0815,2,4,,,,PR0247,2269800.0,,,,,,,,,
UN0817,2,2,,,,PR0150,131920.0,,,,,,,,,
UN0821,2,3,,,,PR0299,808010.0,,,,,,,,,
UN0826,2,2,,,,PR0299,1438410.2182539683,,,,,,,,,
UN0827,2,4,,,,PR0248,3628290.5721088434,,,,,,,,,
UN0828,2,1,,,,PR0202,526612.4716666667,,,,,,,,,
UN0829,2,1,,,,PR0151,831775.0,,,,,,,,,
UN0880,2,1,,,,PR0249,679000.0,,,,,,,,,
UN0881,2,3,,,,PR0249,299199.0416666667,,,,,,,,,
UN0882,2,2,,,,PR0249,339500.0,,,,,,,,,
UN0883,2,4,,,,PR0249,319765.0,,,,,,,,,
UN0885,2,4,,,,PR0249,307999.285714285,,,,,,,,,
UN0886,2,3,,,,PR0249,339500.0,,,,,,,,,
UN0896,2,1,,,,PR0203,536889.87,,,,,,,,,
UN0899,2,4,,,,PR0301,905333.3333333334,,,,,,,,,
UN0901,2,3,,,,PR0301,818152.3333333334,,,,,,,,,
UN0902,2,2,,,,PR0301,1115015.0,,,,,,,,,
UN0904,2,1,,,,PR0301,1273144.0,,,,,,,,,
UN0907,2,2,,,,PR0301,1405421.25,,,,,,,,,
UN0909,2,4,,,,PR0301,1179520.0,,,,,,,,,
UN0911,2,3,,,,PR0250,725437.111111111,,,,,,,,,
UN0915,2,4,,,,PR0155,1851487.5,,,,,,,,,
UN0916,2,3,,,,PR0155,2637410.1428571427,,,,,,,,,
UN0917,2,2,,,,PR0155,2522000.0,,,,,,,,,
UN0918,2,3,,,,PR0155,5577500.0,,,,,,,,,
UN0930,2,1,,,,PR0205,880367.6160119048,,,,,,,,,
UN0937,2,4,,,,PR0252,725145.1988095237,,,,,,,,,
UN0939,2,3,,,,PR0157,336498.29765873007,,,,,,,,,
UN0946,2,4,,,,PR0304,423051.0625,,,,,,,,,
UN0948,2,3,,,,PR0304,365566.43263888883,,,,,,,,,
UN0949,2,3,,,,PR0304,449666.7777777777,,,,,,,,,
UN0950,2,4,,,,PR0304,417240.5,,,,,,,,,
UN0951,2,1,,,,PR0253,542957.5,,,,,,,,,
UN0967,2,1,,,,PR0207,1492400.6754545455,,,,,,,,,
UN0968,2,1,1,1,2,PR0207,842831.119117647,,,,,,,,,
UN0969,2,1,1,1,2,PR0207,656492.2866666666,1,0,0,1,0,1,1,0,0
UN0970,2,1,1,1,2,PR0207,664704.8005319148,1,0,0,1,1,1,1,0,0
UN0971,2,1,1,1,2,PR0207,583471.073899371,1,0,0,1,1,1,1,0,0
UN0973,2,1,1,1,2,PR0207,402724.25,1,1,0,1,0,1,1,0,0
UN0977,2,2,,,,PR0208,665117.5,,,,,,,,,
UN0978,2,4,,,,PR0208,698083.0,,,,,,,,,
UN0981,2,1,,,,PR0208,538438.0,,,,,,,,,
UN0986,2,1,1,1,2,PR0159,859971.3931377849,1,0,0,1,1,1,1,0,0
UN0987,2,2,1,2,4,PR0159,1026698.0297014904,1,0,0,1,1,1,1,0,0
UN0988,2,1,1,1,2,PR0159,1133587.8496771972,1,0,0,1,1,1,1,0,0
UN0989,2,1,1,1,2,PR0159,1279992.479090909,1,0,0,1,1,1,1,0,0
UN0990,2,1,1,1,2,PR0159,878937.8879047619,1,0,0,1,1,1,1,0,0
UN0991,2,1,1,1,2,PR0159,1232316.7523715277,1,0,0,1,1,1,1,0,0
UN0993,2,1,1,1,2,PR0159,1314888.888888889,1,0,0,1,0,1,1,0,0
UN1000,1,1,1,1,2,PR0254,750244.9223328793,1,0,0,1,1,1,1,0,0
UN1001,1,1,1,1,2,PR0254,884563.2933333333,1,1,0,1,1,1,1,0,0
UN1002,1,1,1,1,2,PR0254,807324.9515053763,1,1,0,1,1,1,1,0,0
UN1003,1,1,1,1,2,PR0254,877398.3896713614,1,0,0,1,0,1,1,0,0
UN1004,1,1,1,1,2,PR0254,1073173.2833333332,1,1,0,1,1,1,1,0,0
UN1005,2,1,1,1,2,PR0254,782811.4393115941,1,1,0,1,1,1,1,0,0
UN1006,2,1,1,1,2,PR0254,724447.1538720538,1,1,0,1,1,1,1,0,0
UN1007,1,1,1,1,2,PR0254,450777.4588095237,1,1,0,1,1,1,1,0,0
UN1008,1,1,1,1,2,PR0254,396134.2659292035,1,1,0,1,1,1,1,0,0
UN1010,1,1,1,1,2,PR0254,431157.50711678824,1,1,0,1,1,1,1,0,0
UN1011,2,1,1,2,2,PR0254,435802.48245614034,1,1,0,1,1,1,1,0,0
UN1012,2,1,,,,PR0254,454939.02698412695,,,,,,,,,
UN1014,1,1,1,1,2,PR0254,712036.1885732323,1,1,0,1,1,1,1,0,0
UN1015,1,1,1,1,2,PR0254,713360.5023809524,1,1,0,1,1,1,1,0,0
UN1016,1,1,1,1,2,PR0254,624941.7405128204,1,1,0,1,1,1,1,0,0
UN1017,1,1,1,1,2,PR0254,1130855.2333333334,1,1,0,1,1,1,1,0,0
UN1019,2,1,,,,PR0209,857473.4675,,,,,,,,,
UN1020,2,4,,,,PR0209,918579.8499634517,,,,,,,,,
UN1021,2,4,,,,PR0209,743305.5128205128,,,,,,,,,
UN1023,2,2,,,,PR0078,702118.333333333,,,,,,,,,
UN1026,2,2,,,,PR0078,468462.75,,,,,,,,,
UN1029,2,1,1,1,2,PR0220,569429.7466063862,1,0,0,1,1,1,1,0,0
UN1030,2,1,1,1,2,PR0220,571611.8488965137,1,0,0,1,1,0,1,0,0
UN1031,2,1,1,1,2,PR0220,570182.8832548452,1,0,0,1,1,1,1,0,0
UN1032,2,1,1,1,2,PR0220,584954.3999732838,1,0,0,1,1,1,1,0,0
UN1033,2,4,,,,PR0109,270306.6666666667,,,,,,,,,
UN1035,2,2,,,,PR0256,2425000.0,,,,,,,,,
UN1042,2,2,,,,PR0211,243941.77433333333,,,,,,,,,
UN1043,2,1,,,,PR0161,463821.6666666667,,,,,,,,,
UN1044,2,4,,,,PR0161,575897.7191763191,,,,,,,,,
UN1045,2,1,,,,PR0161,763875.0,,,,,,,,,
UN1048,2,3,,,,PR0161,531736.3636363636,,,,,,,,,
UN1049,2,4,,,,PR0161,380749.2777777777,,,,,,,,,
UN1050,2,3,,,,PR0161,602729.4194444444,,,,,,,,,
UN1051,2,4,,,,PR0161,579647.5,,,,,,,,,
UN1053,2,3,,,,PR0111,2198424.8935714285,,,,,,,,,
UN1054,2,3,,,,PR0258,1294174.0,,,,,,,,,
UN1055,2,4,,,,PR0258,1294465.0,,,,,,,,,
UN1057,2,3,,,,PR0258,970630.5,,,,,,,,,
UN1058,2,1,1,1,2,PR0213,1292881.875,1,1,1,1,1,1,1,0,0
UN1059,2,1,1,1,2,PR0213,507900.07176391676,1,1,1,1,1,1,1,0,0
UN1060,2,1,1,1,2,PR0213,433881.0534359851,1,1,0,1,1,1,1,0,0
UN1061,2,1,1,1,2,PR0213,413468.6878759768,1,1,1,1,1,1,1,0,0
UN1061,2,1,1,1,2,PR0213,413468.6878759768,1,1,1,1,1,1,1,0,0
UN1062,2,1,1,1,2,PR0213,753629.665079365,1,1,0,1,1,1,1,0,0
UN1063,2,1,1,1,2,PR0213,3153645.625,1,1,1,1,1,1,1,0,0
UN1064,2,1,1,1,2,PR0213,367838.5392156862,1,1,1,1,1,1,1,0,0
UN1065,2,1,1,1,2,PR0213,375287.2607655502,1,1,1,1,1,1,1,0,0
UN1066,2,1,1,1,2,PR0213,347872.963030303,1,1,1,1,1,1,1,0,0
UN1067,2,2,,,,PR0213,1038269.669117647,,,,,,,,,
UN1082,2,1,,,,PR0163,776000.0,,,,,,,,,
UN1093,2,2,,,,PR0260,1477329.4527777778,,,,,,,,,
UN1095,2,4,,,,PR0215,270390.666666666,,,,,,,,,
UN1097,2,3,,,,PR0215,995898.1224621212,,,,,,,,,
UN1098,2,3,,,,PR0215,1404322.5089492754,,,,,,,,,
UN1104,2,2,,,,PR0215,2131257.5946491226,1,1,1,1,1,1,1,0,0
UN1106,2,3,,,,PR0215,1399710.0,,,,,,,,,
UN1107,2,4,,,,PR0215,1406160.5,1,1,1,1,1,1,1,0,0
UN1108,2,3,,,,PR0215,1126098.91875,,,,,,,,,
UN1110,2,3,,,,PR0215,8004973.1,,,,,,,,,
UN1115,2,4,,,,PR0215,1105881.822214694,,,,,,,,,
UN1116,2,4,,,,PR0215,1548407.8672038096,,,,,,,,,
UN1118,2,2,,,,PR0165,232687.20891690007,,,,,,,,,
UN1119,2,3,,,,PR0165,501892.37179487164,,,,,,,,,
UN1120,2,1,,,,PR0165,262251.9344988345,,,,,,,,,
UN1121,2,2,,,,PR0165,832047.0,,,,,,,,,
UN1122,2,2,,,,PR0165,248596.90989010985,,,,,,,,,
UN1124,2,1,,,,PR0165,261604.54111111106,,,,,,,,,
UN1126,2,2,,,,PR0165,1499900.0,,,,,,,,,
UN1127,2,1,,,,PR0165,203700.0,,,,,,,,,
UN1128,2,2,,,,PR0165,0.0,,,,,,,,,
UN1129,2,4,,,,PR0165,352524.125,,,,,,,,,
UN1132,2,1,1,1,2,PR0115,312743.9356853552,1,1,1,1,1,0,1,0,1
UN1133,2,1,1,1,2,PR0115,279865.8656008308,1,1,1,1,1,1,1,0,1
UN1135,1,1,1,1,2,PR0115,279986.0049986845,1,0,0,1,1,0,1,0,1
UN1136,1,1,1,1,2,PR0115,252490.82731173863,1,0,0,1,0,1,1,0,1
UN1137,2,1,1,1,2,PR0115,383965.55077280063,1,0,0,1,1,1,1,0,1
UN1138,2,1,1,1,2,PR0115,258373.1731965174,1,0,0,1,1,1,1,0,1
UN1139,2,1,1,1,2,PR0115,270660.7139365431,1,0,0,1,1,1,1,0,1
UN1143,2,3,,,,PR0217,356030.48700324673,,,,,,,,,
UN1144,2,4,,,,PR0217,435007.67171462585,,,,,,,,,
UN1145,2,4,,,,PR0217,379438.1242698294,,,,,,,,,
UN1146,2,4,,,,PR0217,418143.4208700129,,,,,,,,,
UN1151,2,1,,,,PR0217,377483.785,,,,,,,,,
UN1152,2,2,,,,PR0217,457521.35358974355,,,,,,,,,
UN1154,2,3,,,,PR0217,523502.2615591879,,,,,,,,,
UN1157,2,2,2,2,5,PR0264,1586352.6976149068,1,1,1,1,1,1,1,0,1
UN1158,2,2,0,0,,PR0264,1583976.3464996503,,,,,,,,,
UN1159,2,4,4,4,9,PR0264,2765731.3,1,1,1,1,1,1,1,0,1
UN1160,2,3,3,3,6,PR0264,2224124.496694444,1,1,1,1,1,1,1,0,1
UN1161,2,3,3,3,6,PR0264,2795633.12,1,1,0,1,1,1,1,0,1
UN1162,2,1,1,1,2,PR0219,1056684.388888889,1,1,0,1,1,1,1,0,0
UN1163,2,1,1,1,2,PR0219,991139.6304347826,1,1,0,1,1,1,1,0,1
UN1164,2,1,1,1,2,PR0219,913201.7853174602,1,1,0,1,1,1,1,0,1
UN1165,2,1,1,1,2,PR0219,936092.3246117083,1,1,0,1,1,1,1,0,1
UN1166,2,4,,,,PR0169,1632994.3630988095,,,,,,,,,
UN1169,1,1,1,1,3,PR0112,544769.8824282249,1,1,0,1,1,1,1,0,1
UN1170,1,1,1,1,2,PR0112,498446.5718734141,1,1,0,1,1,1,1,0,1
UN1172,1,1,1,1,3,PR0112,450551.2840908708,1,1,0,1,1,1,1,0,1
UN1173,1,1,0,1,2,PR0112,408281.71707012237,1,1,0,1,1,1,1,0,1
UN1174,2,3,0,0,,PR0266,1778581.3125620608,,,,,,,,,
UN1176,2,1,,,,PR0221,2790479.913088681,,,,,,,,,
UN1177,2,2,,,,PR0171,1104777.8357888528,,,,,,,,,
UN1179,2,1,,,,PR0268,877013.8499011633,,,,,,,,,
UN1180,2,4,,,,PR0268,913368.3395262168,,,,,,,,,
UN1182,2,3,,,,PR0223,3304747.564222222,,,,,,,,,
UN1183,2,3,3,3,6,PR0173,2270582.6691008657,1,0,0,1,1,1,1,0,1
UN1187,2,3,,,,PR0123,6884828.978,,,,,,,,,
UN1188,2,2,,,,PR0123,2022045.0133333334,,,,,,,,,
UN1189,2,3,,,,PR0123,996796.3111538462,,,,,,,,,
UN1195,2,3,,,,PR0270,2518704.0268820254,1,1,1,1,1,1,1,0,1
UN1196,2,4,,,,PR0640,1499769.2307692308,,,,,,,,,
UN1197,2,4,,,,PR0640,450357.14285714284,,,,,,,,,
UN1198,2,1,,,,PR0640,509250.0,,,,,,,,,
UN1202,2,3,,,,PR0175,2634157.1611607145,,,,,,,,,
UN1203,2,3,,,,PR0125,1759284.9331441869,,,,,,,,,
UN1205,2,4,,,,PR0125,2056903.0797907086,,,,,,,,,
UN1206,2,3,,,,PR0272,3839921.2788178604,,,,,,,,,
UN1209,2,2,,,,PR0227,133364.13333333333,,,,,,,,,
UN1214,2,2,,,,PR0076,575935.5915350877,,,,,,,,,
UN1215,2,2,,,,PR0076,1129128.5863174603,,,,,,,,,
UN1216,2,1,,,,PR0076,1731331.386515664,,,,,,,,,
UN1217,2,4,,,,PR0179,752298.5315333334,,,,,,,,,
UN1218,2,2,1,2,4,PR0101,1211926.8953221394,1,0,0,1,1,1,1,0,0
UN1219,2,2,1,2,4,PR0101,1139586.5703420977,1,0,0,1,1,1,1,0,1
UN1221,2,4,,,,PR0275,2162873.681190158,,,,,,,,,
UN1224,2,2,,,,PR0313,412127.0,,,,,,,,,
UN1228,1,4,,,,PR0104,1401921.3443650752,,,,,,,,,
UN1230,1,2,2,2,4,PR0092,809852.7770405822,1,1,1,1,1,1,1,0,1
UN1231,2,1,,,,PR0083,2878547.509,,,,,,,,,
UN1232,2,1,,,,PR0182,1958361.828125,,,,,,,,,
UN1233,2,1,,,,PR0133,1037107.5409608842,,,,,,,,,
UN1236,2,4,,,,PR0133,1135734.7384417988,,,,,,,,,
UN1239,2,1,,,,PR0105,2111857.689128827,,,,,,,,,
UN1240,2,4,,,,PR0080,111802.0,,,,,,,,,
UN1242,2,1,,,,PR0080,571087.5,,,,,,,,,
UN1245,2,4,,,,PR0080,300700.0,,,,,,,,,
UN1246,2,4,,,,PR0080,463191.2666666666,,,,,,,,,
UN1249,2,3,,,,PR0080,45105.0,,,,,,,,,
UN1251,2,2,,,,PR0080,300700.0,,,,,,,,,
UN1252,2,3,3,3,6,PR0107,1989870.4109277793,1,1,1,1,1,1,1,0,1
UN1253,2,3,3,3,6,PR0107,1785936.8034812685,1,1,1,1,1,1,1,0,1
UN1254,2,3,3,3,6,PR0098,1275245.414243777,1,1,1,1,1,1,1,0,1
UN1255,2,2,,,,PR0132,1318959.42,,,,,,,,,
UN1256,2,4,,,,PR0091,1354320.1411764706,,,,,,,,,
UN1258,2,3,,,,PR0077,1882509.75,,,,,,,,,
UN1259,2,4,,,,PR0077,1811478.8787878787,,,,,,,,,
UN1260,2,2,,,,PR0077,2063771.2987421383,,,,,,,,,
UN1261,2,2,2,2,6,PR0089,1345098.354293178,1,0,0,1,1,1,1,0,1
UN1262,2,1,1,1,3,PR0089,1107766.5682983682,1,0,0,1,1,1,1,0,1
UN1263,2,1,1,1,3,PR0089,917907.2796853146,1,0,0,1,1,1,1,0,1
UN1264,2,1,,,,PR0097,3723295.86903557,1,1,0,1,1,1,1,0,1
UN1267,2,3,,,,PR0099,1837418.6819879306,,,,,,,,,
UN1270,2,3,,,,PR0102,2255085.8721444444,,,,,,,,,
UN1275,2,3,,,,PR0106,2152420.9498294103,,,,,,,,,
UN1277,2,4,,,,PR0082,1602458.300747345,,,,,,,,,
UN1279,2,4,,,,PR0094,5290310.280138889,,,,,,,,,
UN1280,2,2,2,2,4,PR0090,1453470.3670307775,1,1,0,1,1,1,1,0,1
UN1281,2,3,3,3,6,PR0090,1731909.9098276417,1,1,0,1,1,1,1,0,1
UN1284,2,1,,,,PR0187,1699249.2775,,,,,,,,,
UN1285,2,3,,,,PR0187,2252038.32,,,,,,,,,
UN1287,2,3,,,,PR0187,6031244.1481513055,,,,,,,,,
UN1290,2,3,,,,PR0095,1018500.0,,,,,,,,,
UN1291,2,4,,,,PR0095,388000.0,,,,,,,,,
UN1293,1,4,2,4,8,PR0088,3512337.13443307,1,0,0,1,1,0,0,0,1
UN1295,1,1,1,1,2,PR0088,1204733.5274910335,1,1,0,1,1,0,0,0,0
UN1296,2,1,1,1,2,PR0088,1249453.3256767693,1,0,0,1,0,0,0,0,0
UN1298,2,2,,,,PR0096,806787.0908460984,,,,,,,,,
UN1300,2,3,,,,PR0285,1524025.1,,,,,,,,,
UN1301,2,3,,,,PR0237,2860960.095,,,,,,,,,
UN1303,2,2,,,,PR0106,2026703.4070108251,,,,,,,,,
UN1305,2,1,,,,PR0287,1810847.821,,,,,,,,,
UN1306,2,2,,,,PR0084,373401.6666666667,,,,,,,,,
UN1313,2,4,,,,PR0071,2568047.0416666665,,,,,,,,,
UN1315,2,4,,,,PR0071,269480.458333333,,,,,,,,,
UN1321,2,4,,,,PR0100,443588.03888888867,,,,,,,,,
UN1322,2,4,,,,PR0100,661688.867732426,,,,,,,,,
UN1323,2,3,,,,PR0100,801088.2704771563,,,,,,,,,
UN1324,2,3,,,,PR0100,438958.83749999985,,,,,,,,,
UN1326,2,3,,,,PR0100,435342.435185185,,,,,,,,,
UN1327,2,2,,,,PR0100,486723.33375,,,,,,,,,
UN1328,2,3,,,,PR0100,513863.9027777777,,,,,,,,,
UN1329,2,1,,,,PR0100,480491.47857142857,,,,,,,,,
UN1333,2,3,,,,PR0086,629211.111111111,,,,,,,,,
UN1334,2,2,,,,PR0086,572300.0,,,,,,,,,
UN1336,2,1,1,1,3,PR0081,1958018.1280666667,1,0,0,1,1,1,1,0,0
UN1337,2,1,1,1,3,PR0081,1785157.0338614425,1,0,0,1,1,1,1,0,0
UN1345,2,4,,,,PR0075,3549206.8,,,,,,,,,
UN1347,2,4,,,,PR0129,145500.0,,,,,,,,,
UN1348,2,3,,,,PR0129,1173700.0,,,,,,,,,
UN1349,2,2,,,,PR0074,364662.0223214286,,,,,,,,,
UN1350,2,3,,,,PR0073,204936.25,,,,,,,,,
UN1352,2,4,,,,PR0073,210052.5,,,,,,,,,
UN1354,2,3,,,,PR0072,891654.0763909046,,,,,,,,,
UN1355,2,3,3,3,6,PR0072,920395.0319548871,1,1,0,1,0,1,1,0,1
UN1356,2,2,,,,PR0078,473443.625,,,,,,,,,
UN1358,2,3,,,,PR0201,231805.75,,,,,,,,,
UN1372,2,2,,,,PR0066,339674.0357142855,,,,,,,,,
UN1375,2,4,,,,PR0210,1267467.2933333332,,,,,,,,,
UN1377,2,3,,,,PR0210,695166.666666666,,,,,,,,,
UN1378,2,1,,,,PR0210,678030.0,,,,,,,,,
UN1381,2,1,0,0,,PR0135,1212500.0,,,,,,,,,
UN1382,2,1,0,0,,PR0135,1212500.0,,,,,,,,,
UN1383,2,4,,,,PR0085,211117.5,,,,,,,,,
UN1384,2,2,,,,PR0085,201313.25,,,,,,,,,
UN1391,2,2,,,,PR0063,1942543.2,,,,,,,,,
UN1394,2,3,,,,PR0060,603589.1428571428,,,,,,,,,
UN1395,1,1,1,1,2,PR0057,526396.8636419374,1,0,0,1,1,1,1,0,0
UN1396,1,1,1,1,2,PR0057,642897.5071572871,1,0,0,1,1,1,1,0,0
UN1397,1,1,1,1,2,PR0057,654040.4971298109,1,0,0,1,0,1,1,0,0
UN1398,1,1,1,1,2,PR0057,697565.037037037,1,0,0,1,1,1,1,0,0
UN1399,1,1,1,1,2,PR0057,565005.1457741576,1,0,0,1,1,1,1,0,0
UN1400,1,1,1,1,2,PR0057,619892.2356227105,1,0,0,1,1,1,1,0,0
UN1401,1,1,1,1,2,PR0057,768395.0288836845,1,0,0,1,1,1,1,0,0
UN1404,2,1,,,,PR0069,256565.0,,,,,,,,,
UN1405,2,1,,,,PR0069,0.0,,,,,,,,,
UN1412,2,3,,,,PR0069,126585.0,,,,,,,,,
UN1416,2,4,,,,PR0064,1080337.5,,,,,,,,,
UN1418,2,1,0,0,,PR0059,1411350.0,,,,,,,,,
UN1419,2,1,0,0,,PR0059,1411350.0,,,,,,,,,
UN1422,2,4,,,,PR0059,3273750.0,,,,,,,,,
UN1425,2,4,,,,PR0058,403762.5,,,,,,,,,
UN1426,2,2,,,,PR0058,334388.04242424236,,,,,,,,,
UN1431,2,3,,,,PR0058,0.0,,,,,,,,,
UN1436,2,2,,,,PR0068,822560.0,,,,,,,,,
UN1437,2,2,,,,PR0097,1715616.78,,,,,,,,,
UN1440,2,3,,,,PR0065,388000.0,,,,,,,,,
UN1441,2,3,,,,PR0065,582000.0,,,,,,,,,
UN1450,2,1,,,,PR0056,373376.333333333,,,,,,,,,
UN1456,2,1,,,,PR0384,392112.1666666665,,,,,,,,,
UN1457,2,3,,,,PR0384,295910.7333333332,,,,,,,,,
UN1458,2,3,,,,PR0384,382665.0,,,,,,,,,
UN1459,2,3,,,,PR0384,782316.0625,,,,,,,,,
UN1460,2,1,,,,PR0384,583766.1052631579,,,,,,,,,
UN1461,2,1,,,,PR0061,2732166.6666666665,,,,,,,,,
UN1462,2,3,,,,PR0061,1299395.8333333333,,,,,,,,,
UN1463,2,4,,,,PR0054,1103375.0,,,,,,,,,
UN1464,2,1,,,,PR0054,145500.0,,,,,,,,,
UN1466,2,2,,,,PR0050,1624819.2857142857,,,,,,,,,
UN1477,2,1,1,1,2,PR0052,1323679.8864645832,1,1,0,1,1,1,1,0,1
